标题：撕裂人看的触目惊心   呕呕呕 	 链接：http://tieba.baidu.com/p/5455383478?fid=1441624 	 发帖人：狮子座小... 	 最后回复时间：2-21 	 回复数量：5 
标题：比尔盖茨即将亮相 	 链接：http://tieba.baidu.com/p/5559200652 	 发帖人：cameolg 	 最后回复时间：2-21 	 回复数量：2 
标题：有没有发现霍华德从来没进过penny的那个家 	 链接：http://tieba.baidu.com/p/5106023124 	 发帖人：杜兰特724 	 最后回复时间：2-21 	 回复数量：25 
标题：第十一季第六集的铃铛软件叫什么 	 链接：http://tieba.baidu.com/p/5428492622 	 发帖人：Daybreak胶带 	 最后回复时间：2-21 	 回复数量：16 
标题：很讨厌艾米 	 链接：http://tieba.baidu.com/p/3803458792 	 发帖人：放开0那... 	 最后回复时间：2-20 	 回复数量：281 
标题：前方高能，谢耳朵跳弗朗明哥，太萌了 	 链接：http://tieba.baidu.com/p/5341126382 	 发帖人：songchuankai74 	 最后回复时间：2-20 	 回复数量：37 
标题：进来留下你们的英文名吧，最好连意思覆盖，还有中文名。。 	 链接：http://tieba.baidu.com/p/2260845289 	 发帖人：情缘灬圣君 	 最后回复时间：2-20 	 回复数量：9 
标题：嗯，重看一遍TBBT，发现，当 	 链接：http://tieba.baidu.com/p/5259946401 	 发帖人：爱琴海的... 	 最后回复时间：2-20 	 回复数量：15 
标题：有物理大神么 为什么说理查德费曼是物理界叛徒 	 链接：http://tieba.baidu.com/p/3558282504 	 发帖人：whatwell6 	 最后回复时间：2-20 	 回复数量：18 
标题：你不瘦下来怎么会知道自己有多帅，胖友们想安全有效瘦下来请找我 	 链接：http://tieba.baidu.com/p/5483833466?fid=1441624 	 发帖人：yaolibin 	 最后回复时间：3-6 	 回复数量：43 
标题：谭八爷 	 链接：http://tieba.baidu.com/p/5558030711 	 发帖人：狼妹美 	 最后回复时间：2-20 	 回复数量：0 
标题：有人在谷歌地图上找到他们住的公寓楼了吗！！！！！！！！！！！ 	 链接：http://tieba.baidu.com/p/5557456295 	 发帖人：阿斯兰的... 	 最后回复时间：2-20 	 回复数量：1 
标题：第八集这个美女太惊艳了，谁知道她的资料？！ 	 链接：http://tieba.baidu.com/p/4158027622 	 发帖人：糊涂醉 	 最后回复时间：2-20 	 回复数量：138 
标题：这个是谁啊？ 	 链接：http://tieba.baidu.com/p/5557595328 	 发帖人：斯堪的纳... 	 最后回复时间：2-20 	 回复数量：2 
标题：求此系列其他人物图片 	 链接：http://tieba.baidu.com/p/5557500311 	 发帖人：Sheldon果果 	 最后回复时间：2-19 	 回复数量：0 
标题：生活大爆炸》衍生剧《小谢耳朵》获预订 	 链接：http://tieba.baidu.com/p/5021830841 	 发帖人：苏北的河 	 最后回复时间：2-19 	 回复数量：6 
标题：第九季第六级客串贩卖液氦的演员竟然是菲比的警察男友 	 链接：http://tieba.baidu.com/p/4140586014 	 发帖人：都败熊我 	 最后回复时间：2-19 	 回复数量：55 
标题：生活大爆炸表情包！ 	 链接：http://tieba.baidu.com/p/4765382919 	 发帖人：付嘉12138 	 最后回复时间：2-19 	 回复数量：14 
标题：啦啦啦 	 链接：http://tieba.baidu.com/p/5557440797 	 发帖人：木城嗯 	 最后回复时间：2-19 	 回复数量：0 
标题：没人觉得克莱尔妹纸的胸很大吗 	 链接：http://tieba.baidu.com/p/4966054351 	 发帖人：耳朵Moonpie 	 最后回复时间：2-19 	 回复数量：39 
标题：还有谁记得她 	 链接：http://tieba.baidu.com/p/5522928966 	 发帖人：是你的辣... 	 最后回复时间：2-19 	 回复数量：15 
标题：潘妮露点了 	 链接：http://tieba.baidu.com/p/3738744011 	 发帖人：风之遗族 	 最后回复时间：2-19 	 回复数量：34 
标题：S9  10生肉出了 	 链接：http://tieba.baidu.com/p/4207837281 	 发帖人：茧约瓶子 	 最后回复时间：2-19 	 回复数量：27 
标题：http://www.bilibili.com/video/ 	 链接：http://tieba.baidu.com/p/5556954801 	 发帖人：LightningZnice 	 最后回复时间：2-19 	 回复数量：0 
标题：谢尔顿的妈出演了鸟女人中的妈？ 	 链接：http://tieba.baidu.com/p/5556833413 	 发帖人：乂成天笑 	 最后回复时间：2-19 	 回复数量：1 
标题：《生活大爆炸》你可能不知道的21件事 	 链接：http://tieba.baidu.com/p/4432137688 	 发帖人：嘿_屁仔PuChi 	 最后回复时间：2-19 	 回复数量：371 
标题：穿女装的这是哪一集 	 链接：http://tieba.baidu.com/p/5156243321 	 发帖人：再醉不逍遥 	 最后回复时间：2-18 	 回复数量：2 
标题：难道拉杰注定孤独终老了么？本来觉得他跟这个印度妹子挺合适的 	 链接：http://tieba.baidu.com/p/5552000410 	 发帖人：诗仙李太... 	 最后回复时间：2-18 	 回复数量：1 
标题：疯狂猜电视剧 	 链接：http://tieba.baidu.com/p/3426666149 	 发帖人：woainijake巨蟹 	 最后回复时间：2-18 	 回复数量：452 
标题：太惊喜感动了！谢耳朵与男友完婚了！ 	 链接：http://tieba.baidu.com/p/5116843414 	 发帖人：bsads 	 最后回复时间：2-17 	 回复数量：3 
标题：11季第二季拍的啥啊 	 链接：http://tieba.baidu.com/p/5355809570 	 发帖人：542072012 	 最后回复时间：2-16 	 回复数量：5 
标题：看《生活大爆炸》你发现这些了吗？ 	 链接：http://tieba.baidu.com/p/5459738917 	 发帖人：戈底斯堡... 	 最后回复时间：2-16 	 回复数量：60 
标题：❣️安陶氧仙子上湖南卫视啦[转圈]就在今天上午8:27分偶像 	 链接：http://tieba.baidu.com/p/5486133986?fid=1441624 	 发帖人：李春花明 	 最后回复时间：2-16 	 回复数量：4 
标题：哇！好激动！破产姐妹里的Caroline来生活大爆炸客串了 	 链接：http://tieba.baidu.com/p/5522437782 	 发帖人：御饭团 	 最后回复时间：2-16 	 回复数量：10 
标题：克莱尔妹纸胸好大啊 	 链接：http://tieba.baidu.com/p/5496808971 	 发帖人：耳朵Moonpie 	 最后回复时间：2-16 	 回复数量：10 
标题：弱弱的问，美国人很少喜欢日漫么？ 	 链接：http://tieba.baidu.com/p/2104481075 	 发帖人：薄荷色shine 	 最后回复时间：2-16 	 回复数量：335 
标题：佩妮在第几季消失是真的烦 	 链接：http://tieba.baidu.com/p/5254558680 	 发帖人：看我jj七... 	 最后回复时间：2-16 	 回复数量：7 
标题：哈哈哈 	 链接：http://tieba.baidu.com/p/5344668700 	 发帖人：苏打绿﹏ 	 最后回复时间：2-15 	 回复数量：31 
标题：趁着现在这种黄金年纪干点，别人一辈子都，不可能干的事情… 	 链接：http://tieba.baidu.com/p/5456686247?fid=1441624 	 发帖人：星宇新... 	 最后回复时间：2-15 	 回复数量：3 
标题：【TBBT】S09E15熟肉+纯字幕文本 	 链接：http://tieba.baidu.com/p/4349899625 	 发帖人：将轨 	 最后回复时间：2-14 	 回复数量：195 
标题：各位大神们，谢耳朵用的是什么鼠标呀？ 	 链接：http://tieba.baidu.com/p/3683805939 	 发帖人：仙运岛者 	 最后回复时间：2-14 	 回复数量：25 
标题：【趣闻&科普】各种手势的含义 	 链接：http://tieba.baidu.com/p/2389847360 	 发帖人：清宵残梦C 	 最后回复时间：2-14 	 回复数量：198 
标题：情人节看谢耳朵准备礼物哈哈，笑死了 	 链接：http://tieba.baidu.com/p/5551981406 	 发帖人：玩转美剧... 	 最后回复时间：2-14 	 回复数量：0 
标题：佩妮演过《越狱》 	 链接：http://tieba.baidu.com/p/5547746951 	 发帖人：撤资shine 	 最后回复时间：2-14 	 回复数量：1 
标题：第十季的结局这么... 	 链接：http://tieba.baidu.com/p/5113574593 	 发帖人：请用决明子 	 最后回复时间：2-14 	 回复数量：18 
标题：【TBBT】Howard的情人节礼物 	 链接：http://tieba.baidu.com/p/5551409357 	 发帖人：玺子 	 最后回复时间：2-13 	 回复数量：0 
标题：总有人嫌弃艾米的颜？！ 	 链接：http://tieba.baidu.com/p/5548343439 	 发帖人：椰树向海... 	 最后回复时间：2-13 	 回复数量：10 
标题：想问一下哪里有tbbt正版美版蓝光碟卖？ 	 链接：http://tieba.baidu.com/p/5549675698 	 发帖人：熊瘾宝宝 	 最后回复时间：2-13 	 回复数量：5 
标题：猜猜我们是男孩还是女孩[调皮] 	 链接：http://tieba.baidu.com/p/5549991950 	 发帖人：男装外贸... 	 最后回复时间：2-13 	 回复数量：1 
标题：谁分享一下资源 	 链接：http://tieba.baidu.com/p/5527949393 	 发帖人：wolly琰 	 最后回复时间：2-13 	 回复数量：1 
标题：那个，求张图吧，就是谢耳朵年轻时坐在车上~~一个挺霸气的坐姿 	 链接：http://tieba.baidu.com/p/5546560315 	 发帖人：南方小铁匠 	 最后回复时间：2-12 	 回复数量：3 
标题：整理第一季到第五季penny每一集的穿着 	 链接：http://tieba.baidu.com/p/1427418848 	 发帖人：夏天菲菲鱼 	 最后回复时间：2-12 	 回复数量：137 
标题：中国人民解放军在全球竟有这么多铁杆粉丝！ 	 链接：http://tieba.baidu.com/p/5484960121 	 发帖人：大树呦 	 最后回复时间：2-12 	 回复数量：5 
标题：大家新年好不知道你们看了少年谢尔顿没，我觉得小时候的谢尔顿演 	 链接：http://tieba.baidu.com/p/5549702580 	 发帖人：注意 	 最后回复时间：2-12 	 回复数量：0 
标题：这个lady是Amy吗？感觉这么像！在《心理学与生活》这本教 	 链接：http://tieba.baidu.com/p/5494307948 	 发帖人：vividsmart 	 最后回复时间：2-12 	 回复数量：3 
标题：今天我要好好介绍下我的兔er面，因为真的太好吃了⭐⭐⭐⭐⭐⭐ 	 链接：http://tieba.baidu.com/p/5517892449 	 发帖人：馨妍妈妈 	 最后回复时间：2-12 	 回复数量：2 
标题：作为一枚Trekkie,818《生活大爆炸》里的《星际迷航》笑点！ 	 链接：http://tieba.baidu.com/p/1663433429 	 发帖人：墙角茕茇 	 最后回复时间：2-12 	 回复数量：106 
标题：不知道大家对于生活大爆炸第九季有什么观感？ 	 链接：http://tieba.baidu.com/p/4179009498 	 发帖人：第七时光道 	 最后回复时间：2-12 	 回复数量：19 
标题：突然发现，Sheldon是出身学校相对差的 	 链接：http://tieba.baidu.com/p/4072117330 	 发帖人：aoi001yeah 	 最后回复时间：2-11 	 回复数量：85 
标题：大爆炸迷靠过来 	 链接：http://tieba.baidu.com/p/5548051702 	 发帖人：玩转美剧... 	 最后回复时间：2-11 	 回复数量：2 
标题：艾米用普通话唱给谢耳朵的softy kitty 	 链接：http://tieba.baidu.com/p/5073688798 	 发帖人：lixin哈哈 	 最后回复时间：2-11 	 回复数量：5 
标题：这是一个bug吗 	 链接：http://tieba.baidu.com/p/5031348575 	 发帖人：一条咸鱼 	 最后回复时间：2-11 	 回复数量：36 
标题：有人在cbs买过tbbt的碟吗 	 链接：http://tieba.baidu.com/p/5548459637 	 发帖人：熊瘾宝宝 	 最后回复时间：2-11 	 回复数量：0 
